"BendersOCT_with_p","monk1_enc_reg.csv",124,15,2,5,3600,2.3684757858670005e-15,0.5818951606750489,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.2694444444444444
"FlowORT_light","monk1_enc_reg.csv",124,15,2,5,3600,0.0,1.0290133476257324,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.2694444444444445
"FlowOCT_with_p","monk1_enc_reg.csv",124,15,2,5,3600,2.3684757858670005e-15,1.066494846343994,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.26944444444444443
"FlowORT_light_e_n","monk1_enc_reg.csv",124,15,2,5,3600,0.0,1.1138996601104736,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.2694444444444445
"BendersOCT_with_p","hayes-roth_enc_reg.csv",132,15,2,5,3600,6.19447513226754e-14,1.470302152633667,0.18843665768194082,0.38503463897708334,0.2877492877492879,0.019084967320261124
"FlowORT_light","hayes-roth_enc_reg.csv",132,15,2,5,3600,0.0,1.344327449798584,0.1884366576819407,0.3850346389770838,0.28774928774928776,0.019084967320261458
"FlowOCT_with_p","hayes-roth_enc_reg.csv",132,15,2,5,3600,0.0,1.0366505622863769,0.1884366576819407,0.3850346389770838,0.28774928774928776,0.019084967320261416
"FlowORT_light_e_n","hayes-roth_enc_reg.csv",132,15,2,5,3600,1.4575235605335387e-14,1.6372793674468995,0.18843665768194073,0.3850346389770837,0.28774928774928776,0.019084967320261458
"BendersOCT_with_p","house-votes-84_enc_reg.csv",232,16,2,5,3600,-3.5527136788005005e-15,0.6986103057861328,0.030183086312118572,0.9350859153198947,0.030342275670675302,0.9213972431077695
"FlowORT_light","house-votes-84_enc_reg.csv",232,16,2,5,3600,1.0810400194064378e-13,0.8664485931396484,0.0301830863121186,0.9350859153198947,0.03034227567067533,0.9213972431077693
"FlowOCT_with_p","house-votes-84_enc_reg.csv",232,16,2,5,3600,-3.5527136788005005e-15,1.251459789276123,0.030183086312118572,0.9350859153198947,0.030342275670675302,0.9213972431077695
"FlowORT_light_e_n","house-votes-84_enc_reg.csv",232,16,2,5,3600,-3.5527136788005005e-15,1.0694138050079345,0.030183086312118572,0.9350859153198947,0.030342275670675302,0.9213972431077695
"BendersOCT_with_p","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,30.389864683151245,0.22023154376095552,0.24686875313740986,0.26370129870129866,0.09567460317460322
"FlowORT_light","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,88.6080120563507,0.22023154376095552,0.24686875313740986,0.27798701298701295,0.04043650793650797
"FlowOCT_with_p","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,29.272623014450073,0.22023154376095552,0.24686875313740986,0.26720779220779217,0.08011904761904765
"FlowORT_light_e_n","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,29.78524794578552,0.22023154376095552,0.24686875313740986,0.27084415584415583,0.06710317460317465
"BendersOCT_with_p","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,41.1519377708435,0.22023154376095552,0.24686875313740986,0.26370129870129866,0.09567460317460322
"FlowORT_light","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,82.69184379577636,0.22023154376095552,0.24686875313740986,0.27798701298701295,0.04043650793650797
"FlowOCT_with_p","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,30.14493727684021,0.22023154376095552,0.24686875313740986,0.26720779220779217,0.08011904761904765
"FlowORT_light_e_n","breast-cancer_enc_reg.csv",277,38,2,5,3600,0.0,30.5653254032135,0.22023154376095552,0.24686875313740986,0.27084415584415583,0.06710317460317465
"BendersOCT_with_p","balance-scale_enc_reg.csv",625,20,2,5,3600,0.0,26.402394485473632,0.1684,0.37520002794653684,0.17840000000000003,0.3222795189208852
"FlowORT_light","balance-scale_enc_reg.csv",625,20,2,5,3600,0.0,18.783359479904174,0.1684,0.37520002794653684,0.17840000000000003,0.3222795189208852
"FlowOCT_with_p","balance-scale_enc_reg.csv",625,20,2,5,3600,0.0,44.366122817993165,0.1684,0.37520002794653684,0.17839999999999998,0.3222795189208852
"FlowORT_light_e_n","balance-scale_enc_reg.csv",625,20,2,5,3600,0.0,37.07808704376221,0.1684,0.37520002794653684,0.17840000000000003,0.3222795189208852
"BendersOCT_with_p","car_evaluation_enc_reg.csv",1728,19,2,5,3600,4.937742015181472e-14,81.6386526107788,0.08661292331002993,0.37369126317794726,0.08661696126888388,0.3721733872597097
"FlowORT_light","car_evaluation_enc_reg.csv",1728,19,2,5,3600,4.937742015181472e-14,53.19140524864197,0.08661292331002993,0.37369126317794726,0.08661696126888385,0.3721733872597097
"FlowOCT_with_p","car_evaluation_enc_reg.csv",1728,19,2,5,3600,4.937742015181472e-14,122.67221512794495,0.08661292331002993,0.37369126317794726,0.08661696126888388,0.3721733872597096
"FlowORT_light_e_n","car_evaluation_enc_reg.csv",1728,19,2,5,3600,4.937742015181472e-14,63.7403706073761,0.08661292331002993,0.37369126317794726,0.08661696126888388,0.3721733872597097
"BendersOCT_with_p","monk1_enc_reg.csv",124,15,3,5,3600,1.4807426653609853e-06,6.684892082214356,0.07058585858585878,0.8496643005028094,0.1693333333333335,0.564444444444444
"FlowORT_light","monk1_enc_reg.csv",124,15,3,5,3600,1.4807430358300802e-06,12.615673828125,0.07058585858585906,0.8496643005028088,0.18533333333333363,0.5199999999999994
"FlowOCT_with_p","monk1_enc_reg.csv",124,15,3,5,3600,1.4807424137104394e-06,38.80792570114136,0.07058585858585867,0.8496643005028097,0.1773333333333334,0.542222222222222
"FlowORT_light_e_n","monk1_enc_reg.csv",124,15,3,5,3600,1.480762028242654e-06,10.271749114990234,0.0705858585858704,0.8496643005027853,0.16933333333333805,0.5644444444444332
"BendersOCT_with_p","hayes-roth_enc_reg.csv",132,15,3,5,3600,0.0,270.52415466308594,0.11930817610062894,0.6107575892567874,0.26467236467236466,0.08836601307189543
"FlowORT_light","hayes-roth_enc_reg.csv",132,15,3,5,3600,0.0,34.54940390586853,0.11930817610062894,0.6107575892567874,0.26096866096866095,0.10503267973856208
"FlowOCT_with_p","hayes-roth_enc_reg.csv",132,15,3,5,3600,2.7328566760003855e-15,28.505378007888794,0.11930817610062894,0.6107575892567874,0.26096866096866095,0.10503267973856208
"FlowORT_light_e_n","hayes-roth_enc_reg.csv",132,15,3,5,3600,2.7328566760003855e-15,21.47060070037842,0.11930817610062894,0.6107575892567874,0.260968660968661,0.10503267973856194
"BendersOCT_with_p","house-votes-84_enc_reg.csv",232,16,3,5,3600,1.3952327460982537e-05,165.14598574638367,0.018326068003487357,0.9606819733500369,0.04754856614246068,0.8809796229704696
"FlowORT_light","house-votes-84_enc_reg.csv",232,16,3,5,3600,1.3952327456541645e-05,133.67901158332825,0.018326068003487357,0.9606819733500369,0.0734505087881591,0.8059796229704697
"FlowOCT_with_p","house-votes-84_enc_reg.csv",232,16,3,5,3600,1.3952327456541645e-05,354.84187426567075,0.018326068003487357,0.9606819733500369,0.0734505087881591,0.8079533071809959
"FlowORT_light_e_n","house-votes-84_enc_reg.csv",232,16,3,5,3600,1.3952327456541645e-05,106.95283017158508,0.018326068003487357,0.9606819733500369,0.0691026827012026,0.8184796229704696
