"FlowOCT","house-votes-84_enc.csv",232,2,3600,2,935.0,0.0,193.0,1.5391662120819092,0.8787335722819594
"FlowOCT","house-votes-84_enc.csv",232,2,3600,2,-7.0,0.0,322.0,1.0001893043518066,0.8787335722819589,0.03017241379310345,0.03017241379310345,0.9351851851851852
