"FlowOCT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,38.854345083236694,-0.08175862937767686
"FlowOCT","breast-cancer_enc.csv",277,2,3600,2,-62.0,0.0,7544.0,24.701692819595337,-0.08175862937767775,0.22382671480144403,0.22382671480144403,0.23456790123456794
