"FlowOCT","balance-scale_enc.csv",625,2,3600,2,5213.0,0.0,1798.0,77.2022750377655,0.01875521159057736
"FlowOCT","balance-scale_enc.csv",625,2,3600,2,-864.0,0.0,121.0,4.446869850158691,-4.863039399624698,2.304,1.3824,-1.5637982195845699
