"FlowOCT","breast-cancer_enc.csv",277,3,3600,9,3378.0,1.195333877394361,350255.0,3600.4614951610565,0.057823129251700744
"FlowOCT","breast-cancer_enc.csv",277,3,3600,9,-54.0,72.22222222222192,801826.0,3601.212751865387,0.05782312925169997,0.19494584837545126,0.19494584837545126,0.33333333333333337
