"FlowORT_light_continuous","yacht_hydrodynamics_reg.csv",307,6,2,5,0,inf,3.28399395942688,0.05885054284791169,0.8100336679248488,0.05684350244929586,0.8397522400858819,"[True]",3.050212860107422
"FlowORT_light_continuous","auto-mpg_reg.csv",391,7,2,5,0,inf,8.080477952957153,0.17749543839195983,0.5200487709986482,0.20605120750721895,0.42619201111861416,"[True]",7.472282886505127
"FlowORT_light_continuous","abalone_reg.csv",4176,7,2,5,0,inf,39.16471004486084,0.05786297157345167,0.521049631598008,0.05691209188095428,0.5269709490531466,"[False]",22.82614231109619
"FlowORT_light_continuous","airfoil_self_noise_reg.csv",1502,5,2,5,0,inf,11.0729238986969,0.10154237523802094,0.5392051823556435,0.09422021633237615,0.5205480174645598,"[True]",8.611953020095825
"FlowORT_light_continuous","winequality-white_reg.csv",4897,11,2,5,0,inf,80.69821286201477,0.4817036847927832,-10.676146066191132,0.4714285714285707,-10.140713916192663,"[False]",69.95915508270264
"FlowORT_light_continuous","yacht_hydrodynamics_reg.csv",307,6,2,5,360,100.0,363.33753299713135,0.014386422011196023,0.9875162183614837,0.024029182850604035,0.9776162209357454,"[True]",3.119837999343872
"FlowORT_light_continuous","auto-mpg_reg.csv",391,7,2,5,360,100.0,374.3364007472992,0.0980614086987268,0.6382841332056388,0.1823963069764943,0.3097157859568096,"[True]",13.531551122665405
"FlowORT_light_continuous","airfoil_self_noise_reg.csv",1502,5,2,5,360,100.0,370.3206698894501,0.09397517117523319,0.5268034331205013,0.09168969504215815,0.48992572733687245,"[True]",7.462843179702759
"FlowORT_light_continuous","abalone_reg.csv",4176,7,2,5,360,100.0,401.6461892127991,0.05785984173117994,0.5210846073810275,0.05691209188095498,0.5269709490531399,"[False]",34.76823377609253
"FlowORT_light_continuous","winequality-white_reg.csv",4897,11,2,5,360,100.0,421.6366550922394,0.09278883321380872,0.322247079509139,0.09585783250597298,0.30941053109566663,"[False]",50.99730110168457
"FlowORT_light_continuous","yacht_hydrodynamics_reg.csv",307,6,2,5,360,100.0,360.2926721572876,0.06871638203366937,0.6446393776001154,0.10388515331877601,0.4447607954174053,"[]",0
"FlowORT_light_continuous","auto-mpg_reg.csv",391,7,2,5,360,100.0,360.4442687034607,0.7251259430754755,-558.8392539887794,1.2064327271666193,-439.6145384153393,"[]",0
"FlowORT_light_continuous","airfoil_self_noise_reg.csv",1502,5,2,5,360,100.0,361.310631275177,1.0192761554188439,-21326.218379200207,1.0026023279791443,-7700.54017948883,"[]",0
"FlowORT_light_continuous","abalone_reg.csv",4176,7,2,5,360,100.0,364.172483921051,0.061172602748510434,-6.654871910132177,0.19521450614736888,-878.5402577431188,"[]",0
"FlowORT_light_continuous","winequality-white_reg.csv",4897,11,2,5,360,100.0,366.38854479789734,0.09686366259086698,0.2741017092622864,0.09707450107720006,0.28268539923513314,"[]",0
