"BendersOCT_with_p","balance-scale",625,20,5,3600,28232.47878181627,3600.054596567154,0.12680000000217834,0.5290337710337754,0.17360000000000128,0.34682660160838025
"FlowORT_light","balance-scale",625,20,5,3600,10000.0,3777.712460041046,0.11280000000000492,0.581797154185902,0.16480000000000414,0.3784977862112425
"FlowOCT_with_p","balance-scale",625,20,5,3600,9999.999999999609,3637.8267073154448,0.11199999999999999,0.5845763910445475,0.16240000000000002,0.3850552810040476
"FlowORT_light_e_n","balance-scale",625,20,5,3600,inf,181.22108254432678,0.6911999999999999,-1.5639406282571808,0.6912,-1.6254326097684733
"BendersOCT_with_p","kr-vs-kp",3196,38,5,3600,10000.0,3601.8162955760954,0.2446044275036221,0.4878458296005153,0.2440444053208144,0.4899550107834691
"FlowORT_light","kr-vs-kp",3196,38,5,3600,10000.0,5282.543143987656,0.2568869830463247,0.462246698692935,0.2587431533646323,0.45854391086949225
"FlowOCT_with_p","kr-vs-kp",3196,38,5,3600,157550.0641707106,3843.3003710746766,0.5222151839468567,-0.09303624415074449,0.5222139084507043,-0.09367631248174649
"FlowORT_light_e_n","kr-vs-kp",3196,38,5,3600,inf,1660.3028992176055,0.5222151839468567,-0.09303624415074449,0.5222139084507043,-0.09367631248174649
"BendersOCT_with_p","monk3",122,15,3,3600,0.0,46.39147028923035,0.04304649694929521,0.912145390070922,0.09000000000000001,0.8121212121212121
"FlowORT_light","monk3",122,15,3,3600,0.00019988020234507076,114.9546468257904,0.043046496949295195,0.912145390070922,0.07400000000000001,0.8484848484848484
"FlowOCT_with_p","monk3",122,15,3,3600,0.0,176.47442064285278,0.04304649694929518,0.912145390070922,0.09,0.8121212121212121
"FlowORT_light_e_n","monk3",122,15,3,3600,10000.0,4.848899078369141,0.161645276667368,0.6695921985815604,0.15733333333333333,0.6803030303030304
"BendersOCT_with_p","monk2",169,15,5,3600,10000.0,3600.030305147171,0.09618737219778854,0.7473716439127824,0.4033868197125887,-0.0859440887244333
"FlowORT_light","monk2",169,15,5,3600,10000.0,3638.12057390213,0.09908496732026226,0.7393691577259812,0.3381461675579329,0.0955344655344639
"FlowOCT_with_p","monk2",169,15,5,3600,9999.999999999736,3609.9241287708282,0.1110021787632598,0.7060019933488973,0.34901960784313724,0.06073676323676325
"FlowORT_light_e_n","monk2",169,15,5,3600,inf,36.61311621665955,0.3787037037037037,0.0,0.3787878787878788,0.0
"BendersOCT_with_p","hayes-roth",132,15,5,3600,47270.71046264226,3600.0261177539824,0.0530368402336042,0.8271055308408346,0.17008548304843385,0.4098038632352906
"FlowORT_light","hayes-roth",132,15,5,3600,10000.0,3628.8926054000854,0.050206651199952546,0.8365752278081485,0.1897435959877399,0.36405226888992764
"FlowOCT_with_p","hayes-roth",132,15,5,3600,9999.999999999802,3608.0901164531706,0.04830188956507415,0.8425040811219043,0.19672365185185187,0.3265359299346405
"FlowORT_light_e_n","hayes-roth",132,15,5,3600,inf,29.365303182601927,0.42042228212039534,-0.37424856638372317,0.4199430199430199,-0.4594117647058823
"BendersOCT_with_p","tic-tac-toe",958,27,5,3600,10000.0,3600.06811003685,0.12264834338118405,0.6462740621858014,0.17228403141361257,0.5011146736119227
"FlowORT_light","tic-tac-toe",958,27,5,3600,10000.0,3940.972576713562,0.11769737984281066,0.660281602639812,0.15553555846423586,0.5518044777415445
"FlowOCT_with_p","tic-tac-toe",958,27,5,3600,9999.999999999605,3660.632251787186,0.18058932261260002,0.479037726399907,0.23174629144851658,0.3318880527707296
"FlowORT_light_e_n","tic-tac-toe",958,27,5,3600,inf,335.0969819545746,0.6534448071731782,-0.8859424607933042,0.6534467713787085,-0.8919739433727745
"BendersOCT_with_p","soybean-small",47,45,3,3600,3874023121.9742208,3600.0106637477875,5.1143777291024556e-08,0.9999998424218746,0.014814858002897276,0.9555554259913054
"FlowORT_light","soybean-small",47,45,3,3600,0.0,4.430216646194458,5.789584080050959e-17,0.9999999999999998,5.4277570092785435e-17,0.9999999999999998
"FlowOCT_with_p","soybean-small",47,45,3,3600,0.0,1.5097416877746581,3.3969981877222077e-17,1.0,1.3569392523196359e-17,1.0
"FlowORT_light_e_n","soybean-small",47,45,3,3600,4000.0,4.756137800216675,0.01578947368421062,0.9494435612082668,0.007407407407407515,0.9777777777777773
