"FlowOCT","spect_enc.csv",267,3,3600,9,3252.0,0.0461254612545706,738631.0,3600.3025829792023,-0.09914236706689539
"FlowOCT","spect_enc.csv",267,3,3600,2,-48.0,0.009850275807613922,334698.0,3373.2225041389465,-0.09914236706689428,0.1797752808988764,0.1797752808988764,0.12727272727272732
