"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,31.706048011779785,-0.08175862937767686,0.22382671480144403,0.22382671480144403,0.0,True,True
"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,34.067628145217896,-0.08175862937767686,0.22382671480144403,0.22382671480144403,nan,nan,True,True
"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,32.181715965270996,-0.08175862937767686,0.22382671480144403,0.22382671480144403,0.23456790123456794,0.23456790123456794,True,True
"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,36.33823299407959,-0.08175862937767686,0.22382671480144403,0.22382671480144403,0.7654320987654321,0.23456790123456794,True,True
"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,34.265164852142334,-0.08175862937767686,0.22382671480144403,0.22382671480144403,0.7654320987654321,0.23456790123456794,True,True,0.2924187725631769,0.0
"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,35.31094717979431,-0.08175862937767686,0.22382671480144403,0.22382671480144403,0.7654320987654321,0.23456790123456794,True,True,0.2924187725631769,0.0
"FlowORT","breast-cancer_enc.csv",277,2,3600,2,1156.9999999999911,0.009097939315904963,17120.0,210.24486708641052,"(-0.41326530612244894, 0.2924187725631769, 0.2924187725631769, 1.0, 0.0, 0.2924187725631769, 0.0)"
