"FlowOCT","hayes-roth_enc.csv",132,2,3600,2,1110.9999999999998,0.0,2133.0,2.5048258304595947,0.21451565700907238
"FlowOCT","hayes-roth_enc.csv",132,2,3600,2,-111.0,0.0,61.0,0.2675766944885254,-1.2019315188762079,1.2954545454545454,0.8409090909090909,-0.37037037037037046
