"FlowOCT","spect_enc_reg.csv",267,2,3600,2,-55.0,55.0,0.0,[inf inf inf ... inf inf inf],9935.0,12.998976945877075,-0.2594339622641497,0.20599250936329588,0.20599250936329588,0.0
"FlowOCT","spect_enc_reg.csv",267,2,3600,2,-55.0,55.0,0.0,6.009697115489221e-07,9935.0,12.994050979614258,-0.2594339622641497,0.20599250936329588,0.20599250936329588,0.0
