"BendersOCT_with_p","kr-vs-kp_enc_reg.csv",3196,38,4,5,3600,10000.0,3600.0837342739105,0.1386851155164595,0.7098004098155869,0.14300176056338035,0.7006127895181544
"FlowORT_light","kr-vs-kp_enc_reg.csv",3196,38,4,5,3600,10000.0,3873.9075964450835,0.09598754041657506,0.7991307004846643,0.09852014866984232,0.7937518436228055
"FlowOCT_with_p","kr-vs-kp_enc_reg.csv",3196,38,4,5,3600,9999.999999998181,3662.0286387443543,0.29388432013014076,0.3848968051081559,0.29755330594679186,0.37692434957781495
"FlowORT_light_e_n","kr-vs-kp_enc_reg.csv",3196,38,4,5,3600,inf,257.52191257476807,0.5222151839468567,-0.09303624415074449,0.5222139084507043,-0.09367631248174649
"BendersOCT_with_p","kr-vs-kp_enc_reg.csv",3196,38,5,5,3600,10000.0,3600.555186843872,0.08909434532716658,0.8138031107445258,0.09261932707355243,0.8052454793652123
"FlowORT_light","kr-vs-kp_enc_reg.csv",3196,38,5,5,3600,10000.0,4159.358886957169,0.11249195953542637,0.7642948943710042,0.11448552425665273,0.7615786110172443
"FlowOCT_with_p","kr-vs-kp_enc_reg.csv",3196,38,5,5,3600,69026.01254771448,3690.814185667038,0.3556136978303139,0.25661471174655653,0.3622765062597809,0.237850383044949
"FlowORT_light_e_n","kr-vs-kp_enc_reg.csv",3196,38,5,5,3600,inf,416.4463529586792,0.5222151839468567,-0.09303624415074449,0.5222139084507043,-0.09367631248174649
"BendersOCT_with_p","house-votes-84",232,16,2,3600,0.0,2.7890879631042482,0.03018308631211858,0.9350859153198947,0.030342275670675316,0.9213972431077695
"FlowORT_light","house-votes-84",232,16,2,3600,0.0,4.4066001892089846,0.030183086312118572,0.9350859153198947,0.030342275670675302,0.9213972431077695
"FlowOCT_with_p","house-votes-84",232,16,2,3600,0.0,4.1985047340393065,0.030183086312118572,0.9350859153198947,0.030342275670675302,0.9213972431077695
"FlowORT_light_e_n","house-votes-84",232,16,2,3600,9400.0,3.512379598617554,0.03883173496076722,0.9176946109720687,0.047363552266419987,0.8713972431077694
"BendersOCT_with_p","monk1",124,15,2,3600,0.0,1.9995683193206788,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.26944444444444443
"FlowORT_light","monk1",124,15,2,3600,0.0,3.672775936126709,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.2694444444444445
"FlowOCT_with_p","monk1",124,15,2,3600,0.0,3.0507787227630616,0.1673131313131313,0.6446687370600415,0.2833333333333333,0.2694444444444445
"FlowORT_light_e_n","monk1",124,15,2,3600,6326.54515785289,2.2306068897247315,0.20361616161616164,0.5669513457556936,0.17633333333333334,0.5383333333333333
"BendersOCT_with_p","monk3",122,15,2,3600,0.0,1.6809258460998535,0.06557963391542185,0.8660460992907801,0.06566666666666669,0.8636363636363635
"FlowORT_light","monk3",122,15,2,3600,0.0,2.1212250709533693,0.06557963391542194,0.8660460992907799,0.06566666666666679,0.8636363636363635
"FlowOCT_with_p","monk3",122,15,2,3600,0.0,2.5004859447479246,0.06557963391542183,0.8660460992907801,0.06566666666666668,0.8636363636363635
"FlowORT_light_e_n","monk3",122,15,2,3600,1832.6118326118326,2.2958921909332277,0.09415106248685041,0.8077127659574469,0.10733333333333332,0.7803030303030303
"BendersOCT_with_p","soybean-small",47,45,2,3600,0.0,33.787986516952515,1.5784752533377357e-08,0.9999999526457424,0.00740741481259997,0.9777777555622
"FlowORT_light","soybean-small",47,45,2,3600,0.0,3.7319445610046387,4.4882700369625815e-17,0.9999999999999998,4.4408920985006264e-17,0.9999999999999998
"FlowOCT_with_p","soybean-small",47,45,2,3600,0.0,1.7671435356140137,3.275888332528834e-14,0.9999999999999016,3.744782262060654e-14,0.9999999999998878
"FlowORT_light_e_n","soybean-small",47,45,2,3600,4000.0,2.2859822273254395,0.01768610715979161,0.9477732793522261,0.03555555555555575,0.8797619047619041
"BendersOCT_with_p","monk2",169,15,2,3600,0.0,10.965242958068847,0.3269281045751634,0.13590311176881653,0.44402852049910874,-0.16865384615384618
"FlowORT_light","monk2",169,15,2,3600,0.0,21.34543881416321,0.3269281045751634,0.13590311176881653,0.40873440285204987,-0.09365384615384617
"FlowOCT_with_p","monk2",169,15,2,3600,0.0,20.451829957962037,0.3269281045751634,0.13590311176881653,0.40873440285204987,-0.09365384615384617
"FlowORT_light_e_n","monk2",169,15,2,3600,9497.944336352632,2.863596248626709,0.3713398692810458,0.01938997821350763,0.39073083778966133,-0.03538461538461539
"BendersOCT_with_p","breast-cancer",277,38,2,3600,0.0,46.04432392120361,0.22023154376095552,0.24686875313740986,0.26370129870129866,0.09567460317460322
"FlowORT_light","breast-cancer",277,38,2,3600,0.0,174.2111252784729,0.22023154376095552,0.24686875313740986,0.27448051948051944,0.05599206349206354
"FlowOCT_with_p","breast-cancer",277,38,2,3600,0.0,50.39989023208618,0.22023154376095552,0.2468687531374098,0.26006493506493505,0.10678571428571426
"FlowORT_light_e_n","breast-cancer",277,38,2,3600,10000.0,7.875137662887573,0.26536219477395945,0.092929027854401,0.2781818181818182,0.049523809523809526
"BendersOCT_with_p","balance-scale",625,20,2,3600,0.0,67.59508600234986,0.1684,0.37520002794653684,0.17840000000000003,0.3222795189208852
"FlowORT_light","balance-scale",625,20,2,3600,0.0,79.95552725791931,0.1684,0.37520002794653684,0.17840000000000003,0.3222795189208852
"FlowOCT_with_p","balance-scale",625,20,2,3600,0.0,88.02162899971009,0.1684,0.37520002794653684,0.17840000000000003,0.3222795189208852
"FlowORT_light_e_n","balance-scale",625,20,2,3600,9794.974190716952,9.841919374465942,0.6911999999999999,-1.5639406282571808,0.6912,-1.6254326097684733
"BendersOCT_with_p","car_evaluation",1728,19,2,3600,0.0,215.84704551696777,0.08661292331002993,0.37369126317794726,0.08661696126888388,0.37217338725970966
"FlowORT_light","car_evaluation",1728,19,2,3600,0.0,171.13678054809571,0.08661292331002993,0.37369126317794726,0.08661696126888385,0.3721733872597097
"FlowOCT_with_p","car_evaluation",1728,19,2,3600,0.0,252.64088702201843,0.08661292331002993,0.37369126317794726,0.08661696126888388,0.3721733872597097
"FlowORT_light_e_n","car_evaluation",1728,19,2,3600,inf,24.241761255264283,0.13831048856994452,-6.661338147750939e-17,0.13831504286392446,0.0
"BendersOCT_with_p","hayes-roth",132,15,2,3600,0.0,6.302458810806274,0.1884366576819407,0.3850346389770838,0.28774928774928776,0.019084967320261458
"FlowORT_light","hayes-roth",132,15,2,3600,0.0,4.632544088363647,0.1884366576819407,0.3850346389770838,0.28774928774928776,0.019084967320261458
"FlowOCT_with_p","hayes-roth",132,15,2,3600,0.0,3.791899013519287,0.1884366576819407,0.3850346389770838,0.28774928774928776,0.019084967320261458
"FlowORT_light_e_n","hayes-roth",132,15,2,3600,8261.133503496565,2.5556358337402343,0.2499820305480683,0.18390401250566968,0.2695156695156695,0.11084967320261438
"BendersOCT_with_p","monk1",124,15,3,3600,0.0,17.54557795524597,0.0705858585858586,0.8496643005028097,0.13733333333333334,0.6533333333333333
