"FlowORT","spect_enc_reg.csv",267,2,3600,2,1123.0,55.0,0.0,[inf inf inf ... inf inf inf],6497.0,18.1424560546875,-0.25943396226415105,0.20599250936329588,0.20599250936329588,0.0
"FlowORT","spect_enc_reg.csv",267,2,3600,2,1123.0,55.0,0.0,6.009697115489221e-07,6497.0,17.460736989974976,-0.25943396226415105,0.20599250936329588,0.20599250936329588,0.0
