"FlowORT_light_continuous","yacht_hydrodynamics_reg.csv",307,6,1,5,0,inf,2.4712509155273437,0.07288669367517651,0.5188450465608191,0.7901383086056486,0.07281356854269759,0.5113198811033771,0.7877180677871051,"True True True True True"
"FlowORT_light_continuous","abalone_reg.csv",4176,7,1,5,0,inf,12.431192207336426,0.057524804243170156,0.31650536719263894,0.5243753253105863,0.057695597367686015,0.312427491175728,0.5200348033837441,"True True True True True"
"FlowORT_light_continuous","auto-mpg_reg.csv",391,7,1,5,0,inf,1.546335792541504,0.19322383280856856,0.3312732212480839,0.4909834364117723,0.20079780688378185,0.2953158605130771,0.43823563298583024,"True True True True True"
"FlowORT_light_continuous","winequality-white_reg.csv",4897,11,1,5,0,inf,18.330096769332886,0.0969880329050644,0.07714977953993876,0.30632341571295785,0.09761139436060973,0.07086913035813311,0.29662607538428665,"True True True True True"
"FlowORT_light_continuous","airfoil_self_noise_reg.csv",1502,5,1,5,0,inf,2.1215939044952394,0.09956362004170945,0.33067588227098704,0.5210155200261426,0.10027199142718099,0.3252500040147428,0.5102828579036244,"True True True True True"
"FlowORT_light_continuous","yacht_hydrodynamics_reg.csv",307,6,2,5,0,inf,1.5997207641601563,0.05882605654815496,0.6121105211689774,0.8179410495595498,0.06200297739660632,0.5851118205691617,0.7984090907604123,"True True True True True"
"FlowORT_light_continuous","abalone_reg.csv",4176,7,2,5,0,inf,18.259177923202515,0.05743921762330569,0.3175127057661401,0.5241841469839088,0.05775043797098504,0.31170100317894694,0.5181066854846679,"True True True True True"
"FlowORT_light_continuous","auto-mpg_reg.csv",391,7,2,5,0,inf,2.9902318000793455,0.17753414368219309,0.3857599506290684,0.5333586099461254,0.18758660071114255,0.3437867068028688,0.4723170381165701,"True True True True True"
"FlowORT_light_continuous","winequality-white_reg.csv",4897,11,2,5,0,inf,33.94456834793091,0.09627510991868711,0.08394199892503258,0.31708345486497985,0.09716915495869308,0.07512111347005253,0.3021622253286032,"True True True True True"
"FlowORT_light_continuous","airfoil_self_noise_reg.csv",1502,5,2,5,0,inf,3.896215724945068,0.09883968199589527,0.3356611849460074,0.5416313690714498,0.10053728004575908,0.32319908397876745,0.5225920506906021,"True True True True True"
"FlowORT_light_continuous","yacht_hydrodynamics_reg.csv",307,6,3,5,0,inf,2.760395574569702,0.06589801706966421,0.5653891810612732,0.7704231444064036,0.0756668671928471,0.4955890565086486,0.7078345894706259,"True True True True True"
"FlowORT_light_continuous","abalone_reg.csv",4176,7,3,5,0,inf,26.123458290100096,0.0586446618374174,0.30318094409442037,0.5059579042167627,0.05906797713151366,0.2960799401491062,0.4967130235753391,"True True True True True"
"FlowORT_light_continuous","auto-mpg_reg.csv",391,7,3,5,0,inf,4.21941237449646,0.1720954050712576,0.404466079226495,0.5528536001115688,0.18403715449401004,0.3567618812086578,0.4764542493724616,"True True True True True"
"FlowORT_light_continuous","winequality-white_reg.csv",4897,11,3,5,0,inf,54.07612385749817,0.09446904665858942,0.10111394389520809,0.33503598130088735,0.09610489241631456,0.08533585701200697,0.31147130316074356,"True True True True True"
"FlowORT_light_continuous","airfoil_self_noise_reg.csv",1502,5,3,5,0,inf,6.385427665710449,0.09433827566873236,0.3658301021070331,0.5805593598540222,0.09684841903007908,0.3483455792442157,0.5533961419472144,"True True True True True"
