"FlowOCT","spect_enc.csv",267,2,3600,2,1123.0,0.0,6497.0,17.0402889251709,-0.25943396226415105
"FlowOCT","spect_enc.csv",267,2,3600,2,-55.0,0.0,9935.0,12.729445934295654,-0.2594339622641497,0.20599250936329588,0.20599250936329588,0.0
