"FlowOCT","balance-scale_enc.csv",625,3,3600,9,15183.999999999969,0.08561643835587704,200615.0,3600.679177045822,0.07982853867002493
"FlowOCT","balance-scale_enc.csv",625,3,3600,2,-864.0,0.0,20408.0,506.8825738430023,-4.863039399624698,2.304,1.3824,-1.5637982195845699
