"FlowOCT","hayes-roth_enc.csv",132,3,3600,2,3206.0,0.008317737575357746,61513.0,94.50148415565491,0.4334211296458883
"FlowOCT","hayes-roth_enc.csv",132,3,3600,2,-111.0,0.0,7269.0,3.766411066055298,-1.2019315188762079,1.2954545454545454,0.8409090909090909,-0.37037037037037046
